Virome_Sample,Metagenome_Sample,Phylum,Microbe,Phage_Abundance,Microbial_Abundance,Phage_Prevalence,Microbial_Prevalence,Phage_Host_Co_Detections
ETARA_064_SRF_Eastern_Africa_Coastal_Province,TARA_064_SRF_0.22-3,Firmicutes,Roseburia,3.58E-06,0,39,3,3
ETARA_064_SRF_Eastern_Africa_Coastal_Province,TARA_064_SRF_0.22-3,Proteobacteria,Ruegeria,2.24E-05,0,39,10,10
ETARA_064_SRF_Eastern_Africa_Coastal_Province,TARA_064_SRF_0.22-3,Bacteroidetes,Salinibacter,1.02E-06,0,19,3,2
ETARA_064_SRF_Eastern_Africa_Coastal_Province,TARA_064_SRF_0.22-3,Firmicutes,Selenomonas,2.11E-05,0,39,6,6
ETARA_064_SRF_Eastern_Africa_Coastal_Province,TARA_064_SRF_0.22-3,Proteobacteria,Serratia,3.36E-05,0,39,4,4
ETARA_064_SRF_Eastern_Africa_Coastal_Province,TARA_064_SRF_0.22-3,Proteobacteria,Shewanella,3.45E-05,0,39,5,5
ETARA_064_SRF_Eastern_Africa_Coastal_Province,TARA_064_SRF_0.22-3,Proteobacteria,Sphingobium,2.79E-05,0,39,1,1
ETARA_064_SRF_Eastern_Africa_Coastal_Province,TARA_064_SRF_0.22-3,Spirochaetes,Spirochaeta,3.10E-06,0,35,6,5
ETARA_064_SRF_Eastern_Africa_Coastal_Province,TARA_064_SRF_0.22-3,Tenericutes,Spiroplasma,8.78E-05,0.940026969,39,27,27
ETARA_064_SRF_Eastern_Africa_Coastal_Province,TARA_064_SRF_0.22-3,Firmicutes,Staphylococcus,0.000581886,0.904553357,39,31,31
ETARA_064_SRF_Eastern_Africa_Coastal_Province,TARA_064_SRF_0.22-3,Proteobacteria,Stigmatella,2.86E-06,0,31,1,1
ETARA_064_SRF_Eastern_Africa_Coastal_Province,TARA_064_SRF_0.22-3,Firmicutes,Streptococcus,0.000423424,0.977627882,39,35,35
ETARA_064_SRF_Eastern_Africa_Coastal_Province,TARA_064_SRF_0.22-3,Crenarchaeota,Sulfolobus,1.29E-05,0.366340052,39,22,22
ETARA_064_SRF_Eastern_Africa_Coastal_Province,TARA_064_SRF_0.22-3,Cyanobacteria,Synechococcus,0.032972748,0.410213307,39,26,26
ETARA_064_SRF_Eastern_Africa_Coastal_Province,TARA_064_SRF_0.22-3,Firmicutes,Thermoanaerobacterium,9.21E-06,0,39,3,3
ETARA_064_SRF_Eastern_Africa_Coastal_Province,TARA_064_SRF_0.22-3,Deinococcus-Thermus,Thermus,4.81E-05,0.093329221,39,14,14
ETARA_064_SRF_Eastern_Africa_Coastal_Province,TARA_064_SRF_0.22-3,Spirochaetes,Treponema,6.53E-06,0,39,8,8
ETARA_064_SRF_Eastern_Africa_Coastal_Province,TARA_064_SRF_0.22-3,Proteobacteria,Vibrio,0.000314618,0,39,10,10
ETARA_064_SRF_Eastern_Africa_Coastal_Province,TARA_064_SRF_0.22-3,Firmicutes,Weissella,3.09E-06,0,39,3,3
ETARA_064_SRF_Eastern_Africa_Coastal_Province,TARA_064_SRF_0.22-3,Proteobacteria,Wolbachia,2.01E-05,0,39,2,2
ETARA_064_SRF_Eastern_Africa_Coastal_Province,TARA_064_SRF_0.22-3,Proteobacteria,Xylella,3.42E-05,0,39,7,7
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Tenericutes,Acholeplasma,5.97E-06,0,39,27,27
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Proteobacteria,Acidovorax,1.61E-05,0,39,1,1
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Proteobacteria,Aeromonas,0.000182064,0,39,3,3
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Firmicutes,Alicyclobacillus,8.82E-06,0,38,1,1
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Proteobacteria,Aliivibrio,4.75E-06,0,39,2,2
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Proteobacteria,Alteromonas,4.27E-06,0,39,2,2
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Actinobacteria,Atopobium,1.46E-05,0,39,22,22
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Proteobacteria,Azospirillum,2.37E-06,0,36,1,1
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Firmicutes,Bacillus,0.001371479,0.275374675,39,7,7
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Bacteroidetes,Bacteroides,6.87E-05,0,39,4,4
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Proteobacteria,Bdellovibrio,5.90E-06,0,39,1,1
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Actinobacteria,Bifidobacterium,9.41E-06,0.06694752,39,19,19
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Proteobacteria,Bordetella,2.04E-05,0,38,1,1
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Spirochaetes,Brachyspira,3.24E-05,0,39,7,7
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Proteobacteria,Burkholderia,0.00023619,0.352441113,39,20,20
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Proteobacteria,Campylobacter,0.000324394,0,39,4,4
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Proteobacteria,C_Pelagibacter,0.02299189,3.44322431,39,36,36
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Proteobacteria,C_Puniceispirillum,0.001018215,0,39,15,15
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Firmicutes,Carnobacterium,8.56E-06,0,39,1,1
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Bacteroidetes,Cellulophaga,0.000282684,0,39,6,6
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Proteobacteria,Chromobacterium,2.57E-06,0,32,1,1
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Actinobacteria,Clavibacter,6.74E-06,0,39,2,2
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Firmicutes,Clostridium,0.001062791,0.17553293,39,27,27
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Proteobacteria,Comamonas,2.84E-06,0,35,1,1
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Firmicutes,Coprococcus,4.74E-07,0.041160669,31,14,11
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Actinobacteria,Corynebacterium,2.04E-05,0.416329091,39,7,7
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Bacteroidetes,Croceibacter,9.18E-06,0,39,24,24
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Cyanobacteria,Cyanothece,5.08E-06,0,36,1,1
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Deinococcus-Thermus,Deinococcus,1.28E-05,0,39,3,3
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Proteobacteria,Desulfovibrio,7.98E-05,0.029366805,39,6,6
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Firmicutes,Eubacterium,0.000155044,0,39,3,3
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Firmicutes,Exiguobacterium,2.69E-06,0.613057773,36,22,21
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Bacteroidetes,Flavobacterium,0.003959458,2.182411731,39,22,22
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Fusobacteria,Fusobacterium,0.000133388,0.201988387,39,26,26
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Actinobacteria,Gardnerella,7.92E-06,0,39,1,1
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Proteobacteria,Gluconobacter,3.65E-06,0,39,1,1
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Proteobacteria,Hahella,1.95E-06,0,39,1,1
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Euryarchaeota,Haloferax,9.31E-06,0.30886061,37,15,13
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Euryarchaeota,Haloquadratum,0,2.553464475,9,38,9
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Proteobacteria,Helicobacter,5.70E-05,0,39,3,3
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Proteobacteria,Idiomarina,1.42E-06,0,39,1,1
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Firmicutes,Lactobacillus,0.000356208,0,39,10,10
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Spirochaetes,Leptospira,0.000216427,1.934397972,39,36,36
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Fusobacteria,Leptotrichia,5.60E-05,0,39,6,6
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Firmicutes,Leuconostoc,2.61E-05,1.125586307,39,28,28
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Firmicutes,Listeria,0.000136738,0.242587983,39,4,4
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Proteobacteria,Magnetospirillum,1.50E-05,0.148200065,39,19,19
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Proteobacteria,Marinomonas,2.86E-06,0.238149111,37,21,20
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Crenarchaeota,Metallosphaera,4.74E-07,0,25,4,3
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Euryarchaeota,Methanobacterium,2.13E-06,1.122364191,21,36,20
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Euryarchaeota,Methanobrevibacter,1.31E-05,0,39,2,2
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Euryarchaeota,Methanothermobacter,7.12E-07,0,34,3,3
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Proteobacteria,Methylophaga,5.35E-07,0,34,1,1
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Proteobacteria,Moraxella,2.15E-05,0,39,1,1
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Actinobacteria,Mycobacterium,0.000528247,0,39,2,2
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Tenericutes,Mycoplasma,1.72E-05,0.892091513,39,31,31
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Proteobacteria,Myxococcus,6.17E-06,1.46242366,38,36,35
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Euryarchaeota,Natrialba,5.77E-06,0,39,2,2
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Proteobacteria,Neisseria,5.58E-05,0,39,7,7
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Actinobacteria,Olsenella,5.69E-06,0.46966995,37,11,10
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Proteobacteria,Phaeobacter,1.86E-06,0,34,1,1
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Planctomycetes,Planctomyces,1.43E-06,0,30,3,3
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Bacteroidetes,Porphyromonas,2.71E-06,0,35,22,19
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Bacteroidetes,Prevotella,3.56E-05,0,39,16,16
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Cyanobacteria,Prochlorococcus,0.031004593,11.11286016,39,39,39
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Actinobacteria,Propionibacterium,1.54E-05,0.292421668,39,2,2
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Proteobacteria,Pseudoalteromonas,9.57E-05,0,39,1,1
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Proteobacteria,Psychrobacter,9.56E-06,0,39,2,2
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Proteobacteria,Rhizobium,3.01E-05,0,39,1,1
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Proteobacteria,Rhodobacter,5.25E-05,0,39,11,11
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Planctomycetes,Rhodopirellula,2.84E-06,1.720351256,35,23,20
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Bacteroidetes,Riemerella,3.35E-05,0,39,1,1
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Firmicutes,Roseburia,4.27E-06,0,39,3,3
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Proteobacteria,Ruegeria,5.29E-06,0,39,10,10
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Bacteroidetes,Salinibacter,4.74E-07,0,19,3,2
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Firmicutes,Selenomonas,1.03E-05,0.180113362,39,6,6
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Proteobacteria,Serratia,2.30E-05,0,39,4,4
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Proteobacteria,Shewanella,3.77E-05,0,39,5,5
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Proteobacteria,Sphingobium,3.64E-05,0,39,1,1
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Spirochaetes,Spirochaeta,4.76E-07,0,35,6,5
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Tenericutes,Spiroplasma,7.75E-05,0,39,27,27
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Firmicutes,Staphylococcus,0.000630685,0,39,31,31
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Proteobacteria,Stigmatella,9.48E-07,0,31,1,1
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Firmicutes,Streptococcus,0.000444244,1.054520981,39,35,35
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Crenarchaeota,Sulfolobus,1.36E-05,0,39,22,22
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Cyanobacteria,Synechococcus,0.034273268,3.036028997,39,26,26
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Firmicutes,Thermoanaerobacterium,8.08E-06,0,39,3,3
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Deinococcus-Thermus,Thermus,3.98E-05,0.038455506,39,14,14
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Spirochaetes,Treponema,3.19E-06,0.71700703,39,8,8
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Proteobacteria,Vibrio,0.000377778,0,39,10,10
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Firmicutes,Weissella,1.20E-05,0,39,3,3
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Proteobacteria,Wolbachia,1.84E-05,0.221425754,39,2,2
ETARA_065_DCM_Eastern_Africa_Coastal_Province,TARA_065_DCM_0.22-3,Proteobacteria,Xylella,2.23E-05,0,39,7,7
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Tenericutes,Acholeplasma,9.51E-06,0,39,27,27
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Proteobacteria,Acidovorax,8.55E-06,0,39,1,1
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Proteobacteria,Aeromonas,0.000167588,0,39,3,3
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Firmicutes,Alicyclobacillus,1.06E-05,0,38,1,1
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Proteobacteria,Aliivibrio,2.89E-06,0,39,2,2
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Proteobacteria,Alteromonas,6.37E-06,0,39,2,2
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Actinobacteria,Atopobium,2.54E-05,0.072055173,39,22,22
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Proteobacteria,Azospirillum,2.89E-06,0,36,1,1
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Firmicutes,Bacillus,0.001425763,0,39,7,7
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Bacteroidetes,Bacteroides,8.11E-05,0,39,4,4
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Proteobacteria,Bdellovibrio,8.23E-06,0,39,1,1
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Actinobacteria,Bifidobacterium,1.40E-05,0,39,19,19
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Proteobacteria,Bordetella,1.03E-05,0,38,1,1
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Spirochaetes,Brachyspira,3.60E-05,0,39,7,7
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Proteobacteria,Burkholderia,0.000239379,0.355408138,39,20,20
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Proteobacteria,Campylobacter,0.000354586,0,39,4,4
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Proteobacteria,C_Pelagibacter,0.021683399,4.089511345,39,36,36
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Proteobacteria,C_Puniceispirillum,0.00081105,0,39,15,15
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Firmicutes,Carnobacterium,7.70E-06,0,39,1,1
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Bacteroidetes,Cellulophaga,0.000299235,0,39,6,6
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Proteobacteria,Chromobacterium,1.57E-06,0,32,1,1
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Actinobacteria,Clavibacter,4.39E-06,0,39,2,2
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Firmicutes,Clostridium,0.001188183,0,39,27,27
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Proteobacteria,Comamonas,7.77E-06,0,35,1,1
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Firmicutes,Coprococcus,2.41E-06,0.043154664,31,14,11
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Actinobacteria,Corynebacterium,2.86E-05,0,39,7,7
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Bacteroidetes,Croceibacter,8.24E-06,0,39,24,24
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Cyanobacteria,Cyanothece,7.92E-06,0,36,1,1
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Deinococcus-Thermus,Deinococcus,1.27E-05,0,39,3,3
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Proteobacteria,Desulfovibrio,8.77E-05,0,39,6,6
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Firmicutes,Eubacterium,0.000142208,0,39,3,3
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Firmicutes,Exiguobacterium,2.70E-06,0.622742809,36,22,21
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Bacteroidetes,Flavobacterium,0.002543207,1.299884403,39,22,22
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Fusobacteria,Fusobacterium,0.000158164,0.220030174,39,26,26
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Actinobacteria,Gardnerella,6.35E-06,0,39,1,1
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Proteobacteria,Gluconobacter,5.25E-06,0,39,1,1
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Proteobacteria,Hahella,4.13E-06,0,39,1,1
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Euryarchaeota,Haloferax,6.76E-06,0,37,15,13
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Euryarchaeota,Haloquadratum,0,2.463554048,9,38,9
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Proteobacteria,Helicobacter,5.61E-05,0,39,3,3
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Proteobacteria,Idiomarina,9.65E-07,0,39,1,1
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Firmicutes,Lactobacillus,0.000366809,0.040372499,39,10,10
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Spirochaetes,Leptospira,0.000237662,2.265187398,39,36,36
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Fusobacteria,Leptotrichia,5.54E-05,0.126962664,39,6,6
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Firmicutes,Leuconostoc,2.80E-05,0.635509915,39,28,28
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Firmicutes,Listeria,0.000146433,0,39,4,4
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Proteobacteria,Magnetospirillum,2.03E-05,0.04715689,39,19,19
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Proteobacteria,Marinomonas,2.93E-06,0.195372578,37,21,20
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Crenarchaeota,Metallosphaera,1.60E-07,0,25,4,3
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Euryarchaeota,Methanobacterium,6.42E-07,1.037297105,21,36,20
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Euryarchaeota,Methanobrevibacter,2.10E-05,0,39,2,2
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Euryarchaeota,Methanothermobacter,1.29E-06,0.043071844,34,3,3
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Proteobacteria,Methylophaga,5.84E-07,0,34,1,1
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Proteobacteria,Moraxella,1.97E-05,0,39,1,1
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Actinobacteria,Mycobacterium,0.000563478,0,39,2,2
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Tenericutes,Mycoplasma,2.12E-05,0.591779703,39,31,31
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Proteobacteria,Myxococcus,4.14E-06,1.266011474,38,36,35
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Euryarchaeota,Natrialba,5.49E-06,0,39,2,2
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Proteobacteria,Neisseria,5.91E-05,0.126300528,39,7,7
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Actinobacteria,Olsenella,7.70E-06,0.119680669,37,11,10
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Proteobacteria,Phaeobacter,4.93E-06,0,34,1,1
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Planctomycetes,Planctomyces,9.68E-07,0,30,3,3
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Bacteroidetes,Porphyromonas,2.51E-06,0,35,22,19
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Bacteroidetes,Prevotella,3.36E-05,0,39,16,16
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Cyanobacteria,Prochlorococcus,0.035556152,12.01595867,39,39,39
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Actinobacteria,Propionibacterium,1.62E-05,0,39,2,2
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Proteobacteria,Pseudoalteromonas,6.43E-05,0,39,1,1
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Proteobacteria,Psychrobacter,1.48E-05,0,39,2,2
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Proteobacteria,Rhizobium,3.75E-05,0,39,1,1
ETARA_065_SRF_Eastern_Africa_Coastal_Province,TARA_065_SRF_0.22-3,Proteobacteria,Rhodobacter,6.03E-05,0,39,11,11
